0.6671,1.2211,-0.84066,-0.02065,-0.028041,0.281
0.64142,1.1586,-0.78954,-0.020188,0.031841,0.062911
0.60478,1.1028,-0.73926,-0.022809,0.043207,0.050424
0.57309,1.0482,-0.697,-0.026772,0.048627,0.038044
0.54492,0.99537,-0.65972,-0.030903,0.050806,0.026223
0.51915,0.9448,-0.62576,-0.034708,0.051119,0.015204
0.49521,0.89656,-0.59428,-0.038038,0.050307,0.0050139
0.47276,0.85066,-0.5648,-0.040862,0.048799,-0.0043714
0.45157,0.80703,-0.53701,-0.043197,0.046856,-0.012997
0.4315,0.7656,-0.51073,-0.045078,0.044647,-0.020914
0.41243,0.72629,-0.48581,-0.046547,0.042286,-0.028173
0.3943,0.68898,-0.46215,-0.047648,0.039849,-0.034823
0.37701,0.65359,-0.43966,-0.048422,0.037391,-0.040908
0.36053,0.62003,-0.41826,-0.048907,0.034948,-0.046471
0.34479,0.58819,-0.39789,-0.049138,0.032549,-0.051551
0.32977,0.55801,-0.37851,-0.049147,0.030211,-0.056182
0.31541,0.52938,-0.36005,-0.048963,0.027949,-0.060397
0.30169,0.50223,-0.34248,-0.04861,0.02577,-0.064226
0.28857,0.47648,-0.32575,-0.048111,0.023681,-0.067695
0.27602,0.45207,-0.30981,-0.047487,0.021685,-0.070829
0.26403,0.42892,-0.29464,-0.046755,0.019784,-0.073651
0.25255,0.40696,-0.28019,-0.045931,0.017978,-0.076181
0.24157,0.38613,-0.26644,-0.04503,0.016266,-0.078438
0.23107,0.36638,-0.25335,-0.044064,0.014648,-0.080439
0.22102,0.34765,-0.24088,-0.043045,0.013121,-0.082198
0.2114,0.32989,-0.22902,-0.041982,0.011682,-0.083732
0.2022,0.31304,-0.21772,-0.040884,0.010329,-0.085052
0.1934,0.29705,-0.20698,-0.03976,0.0090586,-0.08617
0.18497,0.28189,-0.19675,-0.038616,0.0078678,-0.087097
0.17691,0.26751,-0.18702,-0.037459,0.0067532,-0.087844
0.16919,0.25387,-0.17776,-0.036294,0.0057117,-0.088418
0.16181,0.24093,-0.16895,-0.035126,0.0047398,-0.08883
0.15474,0.22865,-0.16056,-0.033959,0.0038343,-0.089086
0.14798,0.217,-0.15259,-0.032797,0.0029919,-0.089193
0.1415,0.20595,-0.14501,-0.031644,0.0022094,-0.089159
0.13531,0.19547,-0.13779,-0.030503,0.0014836,-0.088988
0.12938,0.18552,-0.13093,-0.029376,0.00081154,-0.088688
0.12371,0.17608,-0.12441,-0.028266,0.00019024,-0.088261
0.11828,0.16713,-0.11821,-0.027174,-0.00038318,-0.087715
0.11309,0.15863,-0.11231,-0.026103,-0.00091145,-0.087052
0.10812,0.15057,-0.1067,-0.025053,-0.0013972,-0.086278
0.10337,0.14291,-0.10137,-0.024027,-0.0018431,-0.085395
0.098822,0.13565,-0.096297,-0.023025,-0.0022514,-0.084408
0.094472,0.12876,-0.091479,-0.022048,-0.0026245,-0.083319
0.090311,0.12223,-0.086898,-0.021097,-0.0029646,-0.082133
0.086331,0.11602,-0.082544,-0.020173,-0.003274,-0.080851
0.082524,0.11013,-0.078406,-0.019277,-0.0035544,-0.079478
0.078884,0.10454,-0.074473,-0.018408,-0.003808,-0.078014
0.075402,0.099239,-0.070735,-0.017567,-0.0040364,-0.076464
0.072073,0.094206,-0.067183,-0.016754,-0.0042415,-0.074829
0.06889,0.089428,-0.063807,-0.01597,-0.0044248,-0.073111
0.065847,0.084893,-0.060599,-0.015214,-0.0045878,-0.071314
0.062937,0.08059,-0.057551,-0.014487,-0.0047322,-0.069438
0.060156,0.076504,-0.054655,-0.013789,-0.0048591,-0.067485
0.057498,0.072627,-0.051903,-0.01312,-0.0049699,-0.065459
0.054957,0.068947,-0.049289,-0.012478,-0.0050658,-0.06336
0.052529,0.065453,-0.046805,-0.011866,-0.005148,-0.06119
0.050209,0.062137,-0.044445,-0.011282,-0.0052175,-0.058951
0.047992,0.05899,-0.042203,-0.010726,-0.0052754,-0.056645
0.045874,0.056002,-0.040073,-0.010197,-0.0053225,-0.054273
0.043806,0.053167,-0.03805,-0.0096964,-0.0053371,-0.051854
0.041736,0.050477,-0.036131,-0.0092206,-0.0052822,-0.049419
0.039763,0.047924,-0.034309,-0.0087683,-0.005132,-0.047006
0.037793,0.045501,-0.03258,-0.0083383,-0.004911,-0.044647
0.035886,0.043202,-0.03094,-0.0079294,-0.004679,-0.042393
0.034076,0.041019,-0.029382,-0.0075404,-0.0044557,-0.040253
0.032357,0.038946,-0.027903,-0.0071703,-0.0042409,-0.038221
0.030724,0.036978,-0.026498,-0.0068182,-0.0040346,-0.036292
0.029174,0.03511,-0.025164,-0.0064833,-0.0038369,-0.03446
0.027702,0.033336,-0.023896,-0.0061647,-0.0036474,-0.032721
0.026304,0.031652,-0.022693,-0.0058616,-0.0034662,-0.031069
0.024976,0.030052,-0.02155,-0.0055733,-0.003293,-0.029502
0.023716,0.028534,-0.020465,-0.0052991,-0.0031275,-0.028013
0.022519,0.027092,-0.019435,-0.0050383,-0.0029697,-0.026599
0.021383,0.025724,-0.018456,-0.0047901,-0.0028192,-0.025257
0.020304,0.024424,-0.017526,-0.0045541,-0.0026758,-0.023983
0.019279,0.02319,-0.016644,-0.0043296,-0.0025393,-0.022773
0.018306,0.022019,-0.015805,-0.0041161,-0.0024093,-0.021624
0.017382,0.020906,-0.015009,-0.003913,-0.0022857,-0.020533
0.016505,0.01985,-0.014254,-0.0037198,-0.0021682,-0.019497
0.015672,0.018848,-0.013536,-0.003536,-0.0020566,-0.018513
0.014881,0.017896,-0.012854,-0.0033612,-0.0019505,-0.017579
0.01413,0.016992,-0.012207,-0.003195,-0.0018498,-0.016692
0.013417,0.016133,-0.011592,-0.0030369,-0.0017542,-0.01585
0.012739,0.015318,-0.011008,-0.0028866,-0.0016635,-0.01505
0.012096,0.014545,-0.010454,-0.0027437,-0.0015774,-0.014291
0.011486,0.01381,-0.0099271,-0.0026079,-0.0014958,-0.01357
0.010906,0.013112,-0.0094271,-0.0024791,-0.0014184,-0.012886
0.010355,0.01245,-0.0089524,-0.002357,-0.001345,-0.012236
0.0098328,0.011821,-0.0085015,-0.0022416,-0.0012754,-0.01162
0.0093364,0.011224,-0.0080733,-0.0021331,-0.0012094,-0.011035
0.0088652,0.010657,-0.0076667,-0.0020319,-0.0011469,-0.010481
0.0084177,0.010119,-0.0072806,-0.0019385,-0.0010876,-0.0099557
0.0079927,0.0096078,-0.0069139,-0.0018536,-0.0010314,-0.0094589
