0.6671,1.2211,-0.84066,-0.02065,-0.028041,0.281
1.009,1.0993,0.15225,-0.081762,0.10724,-0.12244
0.40019,0.75501,-0.073888,-0.08219,0.046852,-0.082344
0.15296,0.38667,-0.10535,-0.097361,0.015468,-0.12005
0.080547,0.19203,-0.058895,-0.11704,0.0056449,-0.18625
0.041179,0.095543,-0.031102,-0.097663,0.0022956,-0.14973
0.024895,0.047597,-0.016097,-0.089388,-0.00050236,-0.21151
0.013077,0.023749,-0.0081998,-0.094299,-0.0010713,-0.15967
0.0082092,0.011858,-0.0041477,-0.12695,-0.0018866,-0.24103
0.0049677,0.005924,-0.0020885,-0.10617,-0.00192,-0.15228
0.0037149,0.0029601,-0.0010486,-0.1211,-0.0021962,-0.22366
0.0028477,0.0014793,-0.00052523,-0.08829,-0.002174,-0.15536
0.0026439,0.00073929,-0.00026152,-0.11751,-0.0023006,-0.23007
0.0023312,0.00036949,-0.00012919,-0.10029,-0.0022236,-0.14471
0.0023234,0.00018467,-6.1981e-05,-0.11559,-0.0023131,-0.21318
0.0021886,9.2296e-05,-2.8238e-05,-0.085125,-0.0022527,-0.1467
0.0022772,4.6128e-05,-1.0292e-05,-0.11197,-0.002333,-0.2153
0.0021652,2.3054e-05,-1.438e-06,-0.094095,-0.0022569,-0.13653
0.0022406,1.1521e-05,4.1178e-06,-0.10902,-0.0023315,-0.20066
0.0021555,5.7572e-06,6.8231e-06,-0.081281,-0.002272,-0.1375
0.0022601,2.8761e-06,9.5822e-06,-0.10374,-0.0023444,-0.19988
0.0021653,1.4363e-06,1.0659e-05,-0.087283,-0.0022748,-0.12796
0.0022526,7.1641e-07,1.2749e-05,-0.10079,-0.0023465,-0.1889
0.0021671,3.5675e-07,1.3502e-05,-0.076941,-0.002289,-0.12825
0.0022673,1.7671e-07,1.5728e-05,-0.095236,-0.0023561,-0.18456
0.0021771,8.6888e-08,1.6341e-05,-0.080498,-0.0022931,-0.11927
0.0022716,4.1692e-08,1.8724e-05,-0.090034,-0.0023605,-0.17519
0.0021836,1.9273e-08,1.9326e-05,-0.071454,-0.0023071,-0.11884
0.0022914,7.7301e-09,2.2104e-05,-0.079143,-0.0023676,-0.16779
0.0021986,2.1669e-09,2.2625e-05,-0.07137,-0.0023133,-0.11125
0.0023267,-1.0172e-09,2.5953e-05,-0.053001,-0.0023623,-0.14917
0.0022369,-2.3709e-09,2.6486e-05,-0.064527,-0.0023395,-0.12153
0.0022305,-3.2333e-09,2.8236e-05,-0.076677,-0.0023587,-0.13178
0.0021943,-3.6452e-09,2.9566e-05,-0.064601,-0.0023377,-0.10507
0.0022808,-4.1058e-09,3.2888e-05,-0.073182,-0.002394,-0.14859
0.0022024,-4.1279e-09,3.351e-05,-0.060497,-0.0023486,-0.10045
0.0023115,-4.5416e-09,3.7522e-05,-0.053475,-0.0023974,-0.13635
0.0022297,-4.493e-09,3.8043e-05,-0.056672,-0.0023624,-0.098253
0.0022953,-4.814e-09,4.1528e-05,-0.06677,-0.0024119,-0.13446
0.0022176,-4.7636e-09,4.2102e-05,-0.057765,-0.0023685,-0.088727
0.0023182,-5.1492e-09,4.6611e-05,-0.045875,-0.0024153,-0.12143
0.0022429,-5.0731e-09,4.7179e-05,-0.0503,-0.0023905,-0.092884
0.0022668,-5.2917e-09,5.0163e-05,-0.063121,-0.0024235,-0.11443
0.0022149,-5.2791e-09,5.1282e-05,-0.050814,-0.0023938,-0.08043
0.0023238,-5.6751e-09,5.6668e-05,-0.029224,-0.0024343,-0.10597
0.0022889,-5.6717e-09,5.8217e-05,-0.053278,-0.0024466,-0.11024
0.002227,-5.6683e-09,5.9047e-05,-0.045193,-0.0024147,-0.075077
0.0023246,-6.0772e-09,6.4664e-05,-0.026259,-0.0024542,-0.098852
0.002287,-6.0642e-09,6.6178e-05,-0.046889,-0.0024611,-0.098537
0.0022331,-6.0668e-09,6.7207e-05,-0.04079,-0.0024349,-0.068438
0.002326,-6.4664e-09,7.3196e-05,-0.020197,-0.0024728,-0.08985
0.0023604,-6.6528e-09,7.7261e-05,-0.018407,-0.0025011,-0.10415
0.0022725,-6.5368e-09,7.6996e-05,-0.031392,-0.0024713,-0.074123
0.0022655,-6.7036e-09,7.9771e-05,-0.039794,-0.0024808,-0.074713
0.0022388,-6.7317e-09,8.1779e-05,-0.035818,-0.0024686,-0.056183
0.0022947,-6.9913e-09,8.7137e-05,-0.032169,-0.0025029,-0.075276
0.0022515,-6.919e-09,8.8422e-05,-0.031015,-0.0024862,-0.05393
0.0023014,-7.1963e-09,9.3774e-05,-0.026857,-0.0025185,-0.070925
0.0022576,-7.1453e-09,9.5012e-05,-0.0275,-0.0025034,-0.051177
0.0022917,-7.3917e-09,9.9879e-05,-0.027133,-0.0025302,-0.064001
0.0022544,-7.366e-09,0.0001014,-0.025437,-0.0025164,-0.045057
0.0023037,-7.6578e-09,0.00010722,-0.017766,-0.0025472,-0.059681
0.0022699,-7.6334e-09,0.0001089,-0.021679,-0.0025404,-0.047163
0.0022662,-7.7538e-09,0.00011218,-0.022922,-0.0025474,-0.044481
0.0022578,-7.8307e-09,0.00011525,-0.021572,-0.0025493,-0.037566
0.0022695,-7.9691e-09,0.00011946,-0.020602,-0.0025637,-0.040149
0.0022588,-8.0182e-09,0.00012243,-0.018605,-0.0025648,-0.032513
0.0022771,-8.1862e-09,0.00012715,-0.016461,-0.0025829,-0.037628
0.0022622,-8.2255e-09,0.00012992,-0.01516,-0.0025828,-0.029316
0.0022792,-8.4025e-09,0.00013472,-0.012638,-0.0026006,-0.033915
0.0022652,-8.449e-09,0.0001376,-0.01201,-0.0026017,-0.026576
0.0022758,-8.6043e-09,0.00014212,-0.010026,-0.0026162,-0.028728
0.0022662,-8.6677e-09,0.00014535,-0.0093434,-0.0026199,-0.023215
0.0022726,-8.8008e-09,0.00014971,-0.0075333,-0.0026323,-0.023706
0.0022676,-8.8786e-09,0.00015331,-0.0066699,-0.0026387,-0.020035
0.0022701,-8.9913e-09,0.0001575,-0.0051205,-0.0026493,-0.019154
0.0022683,-9.0817e-09,0.00016142,-0.0040163,-0.0026577,-0.016863
0.0022684,-9.1808e-09,0.00016552,-0.0027476,-0.0026672,-0.015249
0.0022674,-9.2739e-09,0.00016957,-0.0016582,-0.0026764,-0.013365
0.0022659,-9.3638e-09,0.00017362,-0.00076227,-0.0026853,-0.011292
0.002263,-9.4469e-09,0.0001776,-0.00020043,-0.0026934,-0.0087277
0.0020569,-8.655e-09,0.00016452,-1.1982e-05,-0.0025831,-0.0055746
0.0012977,-5.605e-09,0.00010345,-5.8932e-06,-0.0015311,-0.0028591
0.00064896,-3.3231e-09,5.0469e-05,-6.6907e-06,-0.00075687,-0.0014121
0.00032453,-1.9952e-09,2.4601e-05,-3.9541e-06,-0.00036027,-0.00070178
0.0001623,-1.1324e-09,1.1981e-05,-1.3017e-06,-0.00016838,-0.00034997
8.1163e-05,-6.1289e-10,5.8289e-06,5.7813e-07,-7.816e-05,-0.0001748
4.0589e-05,-3.2139e-10,2.8331e-06,1.7275e-06,-3.6355e-05,-8.7381e-05
2.0298e-05,-1.5901e-10,1.9907e-06,2.2432e-06,-1.7128e-05,-4.3786e-05
1.0151e-05,-7.9083e-11,1.0165e-06,2.0328e-06,-8.3195e-06,-2.224e-05
5.0766e-06,-3.9434e-11,5.1887e-07,5.7435e-07,-4.2905e-06,-1.2104e-05
